logFC,logCPM,F,PValue,FDR,Gene,rank
0.196473548013274,5.67432093582815,19.7372787078091,6.53682462356272e-05,0.000528312414559187,PCMT1,4.18463316656241
0.694073430464354,6.21694525668165,19.735021823812,6.53950825188755e-05,0.000528312414559187,MKI67,4.18445490787162
0.324738272900813,5.58843558133972,19.7299050887557,6.55472227285705e-05,0.000529280920536607,PSMB6,4.18344570487716
0.550528630048537,4.49918947942337,19.7351698937856,6.57308614067654e-05,0.000529776917224187,LHFPL6,4.18223067622787
0.235867722068231,4.91777172024306,19.7260075726874,6.57442180726567e-05,0.000529776917224187,DYNC1LI1,4.18214243553106
0.647000755501038,3.60537160651032,19.795589100206,6.58023742871096e-05,0.000529776917224187,BISPR,4.18175843585129
0.534829084005292,2.9466240209749,19.8279014970336,6.59533213995057e-05,0.000530579082037083,SAP30,4.18076332856105
0.666861519833609,2.76765140363324,19.7514062106079,6.59666825545861e-05,0.000530579082037083,FEZ1,4.18067535591446
1.06201863221572,4.20593096773388,19.7416226439806,6.60694500657981e-05,0.000531145289896921,ZBP1,4.17999930806051
0.291752748952336,7.54066865213851,19.6648479008886,6.70107525508886e-05,0.000538185231451287,RAB1A,4.17385550477916
0.652517520784433,2.01392992186252,18.4542148545878,6.71997039544703e-05,0.000538700468818982,MYCN,4.17263264020842
0.423384851674498,4.24889673371962,19.6800747712649,6.72062323057323e-05,0.000538700468818982,COA7,4.1725904511949
0.403968204572682,4.14967298717184,19.6799172941922,6.7317805296388e-05,0.000538805146001529,RBM43,4.1718700513891
0.291940129305406,5.267563307044,19.6535743052171,6.73784557764527e-05,0.000539027646211622,UBE2W,4.17147894668601
0.373795213946254,4.61225337790409,19.6493638547601,6.76679786273905e-05,0.000541080016236951,TBCEL,4.16961679653385
0.221501596436706,6.23110447317106,19.6262046877725,6.79566776018742e-05,0.000542595214643091,TRIM26,4.16776786191664
0.588567055374259,3.56049361198361,19.6963706775428,6.82394811725968e-05,0.000544323484239168,VRK1,4.16596428378565
0.569416917937242,4.44842990019677,19.6197293418376,6.85059662156595e-05,0.00054618362180104,TCF19,4.16427160395713
0.33830481318689,7.61953288187459,19.5980766116371,6.86134632300892e-05,0.000546774990130794,BZW1,4.16359065932454
0.630416948947962,3.77275150084887,19.6541188967778,6.87058688442602e-05,0.000547245580580884,UBE2C,4.16300616399118
3.55278458587135,1.96489514265368,19.7791572735781,6.88972838259336e-05,0.000548250368746733,CRISP3,4.16179789917599
0.728651564671517,2.11668306193113,18.6357718990122,6.88988457067141e-05,0.000548250368746733,ATP6V1E2,4.16178805396181
0.626418265986997,3.63276828948789,19.6538171704831,6.90775730619798e-05,0.000549406116723686,PLK4,4.16066292912869
0.626997578639055,2.12995737705066,18.6918799403844,6.93235424623862e-05,0.00055108387367549,MFSD6L,4.15911925275908
0.804995725633059,3.5235113192068,19.6543448439433,6.94266578844481e-05,0.000551380736964194,CDC6,4.15847374065267
0.196689691670694,7.069451379007,19.5531598554279,6.97194215531748e-05,0.000552548257016901,PPP2CA,4.15664622479363
0.225177008733737,6.51569609782412,19.5521468940649,6.97549987857e-05,0.000552548257016901,SZRD1,4.15642466450947
0.266735835977052,4.87690345253484,19.5588279551282,6.9762279187972e-05,0.000552548257016901,COMMD2,4.15637933910488
0.197422499104138,6.24427573630278,19.5497362127647,6.98223746549407e-05,0.000552651000163177,TXNDC12,4.15600538494035
0.379037811132256,7.37749553264861,19.5345635461365,7.01767224637834e-05,0.000554920319125666,ARL6IP5,4.15380691895236
0.663660891519022,2.77635544219235,19.5772628190041,7.02640852666048e-05,0.000555343502434707,GCAT,4.15326660323222
0.325502373545616,4.61902467194721,19.5073207210369,7.11509321451232e-05,0.000561473372391305,ZDHHC4,4.14781940587019
0.599545181913367,2.68834913255846,19.5021474212674,7.11765367243975e-05,0.000561473372391305,FAIM,4.14766314752177
0.633267613976669,3.52268868708467,19.5630698905075,7.16436196621273e-05,0.000564615039104795,CCNF,4.14482248033869
1.08982384922032,1.91773059807874,17.8636023622188,7.1732962880601e-05,0.000565047746012915,LINC01443,4.14428123055978
0.380611059296604,6.47384427407346,19.4686365158795,7.18542689914672e-05,0.000565731691752396,PLD3,4.14354742454629
0.270894323501371,3.90786403372686,19.5076043729056,7.19132011135746e-05,0.00056592412655709,ATPSCKMT,4.14319137881699
0.329451862757144,6.70929366602681,19.4592710237894,7.20868814546321e-05,0.000567018960166637,RPL36AL,4.14214376205225
0.324222892300819,4.3953115083808,19.4726842041241,7.21706938190402e-05,0.000567406202291717,GTF2F2,4.1416391195556
0.830183819474464,2.50329133995166,19.2129027310347,7.22789057371747e-05,0.000567984810984465,LINC02884,4.1409884310406
0.627970272924442,5.04953422260696,19.4559782232527,7.23245411268307e-05,0.000568071359889439,CLMP,4.14071431311334
0.700500265436808,4.54285534086169,19.46014786172,7.24495290594081e-05,0.000568780800386014,MPZL2,4.13996443320958
0.679629487954856,4.47161451024153,19.4574712788351,7.25653892759429e-05,0.00056941793746517,ARHGAP11A,4.13927047062977
1.14471255335203,2.0930627258423,18.2328246505009,7.28565921087378e-05,0.000571156695327363,TUBB3,4.13753114688746
1.45589694033847,2.50185010624197,18.8513611151755,7.30418616813479e-05,0.000571827807646065,COL8A1,4.13642816609215
0.556223317024647,4.30910785504687,19.4433053200074,7.30467506598093e-05,0.000571827807646065,SMAGP,4.13639909803086
0.426766949495571,6.16780594144513,19.3904796771074,7.38881963195097e-05,0.000577588149218921,MDM2,4.13142493484934
0.221280104349928,8.70113804055224,19.3874320761531,7.3932159955166e-05,0.000577656609783031,HNRNPK,4.13116660554458
0.807487648911671,5.4030014025431,19.3886978325165,7.40118255913193e-05,0.0005780038240373,PDK1,4.13069888325908
0.590658044433034,6.16727651068064,19.3781323542868,7.42157550126319e-05,0.000579320698500126,APOL2,4.12950389002109
0.530419699922267,2.88391195570919,19.4673050565305,7.45423063312624e-05,0.000581316617054826,LRRC20,4.12759717434787
0.491884544122382,4.88741483121286,19.3524754749308,7.5072457078055e-05,0.000585172862582768,TOMM40,4.12451936969405
0.741837564468173,2.81886586405078,19.3779896854375,7.55242600789309e-05,0.000587993286512562,ROR1,4.12191352087377
1.07696690447091,4.60833761575053,19.3427087340852,7.55997787195394e-05,0.000588165561512661,SLC2A1,4.12147947567636
0.691083445983303,3.95592336278605,19.3556002143758,7.59500130509548e-05,0.000590500543041561,CENPE,4.11947214717371
0.601850147754085,3.16009674449664,19.4302422586237,7.59718823964368e-05,0.000590500543041561,TMEM237,4.11934711271304
0.430843615800195,3.82144578936165,19.3595093998101,7.60274731053515e-05,0.000590652830829833,SDHAF3,4.11902944374499
1.0532409477688,3.14913514513909,19.3765829278499,7.64777132832278e-05,0.000593588609059225,ANO1,4.11646510613105
0.330170523919158,4.1056228472133,19.3090426172344,7.68141383953745e-05,0.00059591791148525,USP46,4.11455883645319
0.391889522403561,4.54470821021531,19.2705112979136,7.74446023296235e-05,0.000600241395854729,PIGF,4.1110088459506
0.578332483093638,2.20083244009256,18.5769111891679,7.76835828770202e-05,0.000601525355283694,MND1,4.10967075236066
0.247737029011014,7.85126211921089,19.2358081021781,7.80411994004343e-05,0.000603769412840412,MYL12A,4.10767606463647
0.340162141912726,5.41855028016073,19.2316137143336,7.82491035302266e-05,0.000605047733611667,SPRING1,4.10652062929725
0.431867545847146,4.4795587624183,19.2413036901555,7.83035951771346e-05,0.000605183885853238,TSEN15,4.10621829758769
0.226097786341868,5.7052605800165,19.2193713809055,7.85581703040528e-05,0.000606579980399482,TIMMDC1,4.10480864024284
2.07720633434436,2.29218402940757,17.8083462750265,7.92652460993809e-05,0.000611053980540323,CD177,4.10091718765896
0.788935671182068,2.88124673747058,19.2562866927339,7.92865629309086e-05,0.000611053980540323,LYPD6,4.10080040838768
0.346447728714819,5.83095966019791,19.1824452590528,7.95907465317557e-05,0.000613110314128191,EIF2S1,4.09913742175734
0.247792294800201,7.99912043893609,19.1580993890427,8.02345332027044e-05,0.000617200291040776,YWHAE,4.09563866972817
0.561223359587912,6.67970218498936,19.1564961501731,8.02972896865777e-05,0.000617393593803827,ERO1A,4.09529911342653
1.92920155358844,3.23823549479844,19.0453531494609,8.06815344173334e-05,0.000619767142658992,CPA2,4.09322585088262
0.67351121391613,4.11398247746258,19.1732134573526,8.07217182161758e-05,0.000619785658629393,LRRC32,4.09300960242201
0.222361649219923,8.06533947680786,19.1368665479182,8.08444388445754e-05,0.000620188992572681,PTGES3,4.09234984913025
0.87527650970826,6.43219244256775,19.132280069213,8.10037539508082e-05,0.000621079249918159,ADA2,4.09149485417883
0.528344374854848,3.19477635452893,19.2331726564224,8.14601227365505e-05,0.00062370401020127,TDRKH,4.08905493989492
0.451341182510096,5.07638826513316,19.1133571679317,8.16920137890038e-05,0.000624896299417237,IFIT5,4.08782039801955
0.394308419665709,3.15203485906979,19.2133980685058,8.22057215841407e-05,0.000628240093037998,PIWIL4-AS1,4.08509795416379
0.445392835106398,3.96020630179159,19.1236050452442,8.23535018082088e-05,0.000628678854907507,TAF13,4.0843179291761
0.401796720361874,4.96382238026662,19.0916373356723,8.23573953723572e-05,0.000628678854907507,PCCB,4.08429739679538
0.397021195640765,3.99411871377344,19.1198031725164,8.23780800860032e-05,0.000628678854907507,BSCL2,4.08418833398401
1.21857053287572,2.84415833031116,19.0118099327392,8.26477259240627e-05,0.000630443462092989,PCDH17,4.08276909166565
0.184501087173283,6.70629866750624,19.0684865559983,8.28599976480178e-05,0.000631768978349757,PAK1,4.08165508336518
0.198551549586775,7.67563652219719,19.0634747071914,8.29967374058763e-05,0.000632517634628712,HNRNPF,4.08093897936457
0.257654003495198,6.83053996928807,19.0554631186182,8.32449700006864e-05,0.000634062272110316,POLR2B,4.079641998866
0.69334508263227,4.89710344642969,19.0621606060139,8.32767062650982e-05,0.000634062272110316,SELENOM,4.0794764602408
0.342139622452163,4.36545656804076,19.0412445817297,8.41823932384606e-05,0.000640067056652763,FIG4,4.07477873176591
0.412349293980414,4.49659306494043,19.036452296192,8.42269417481315e-05,0.000640109152479547,TMEM147,4.07454896810845
0.675712358204234,3.47631240916889,19.0758523915055,8.52870126464255e-05,0.000647266097827266,CIP2A,4.06911709738371
0.204513012860395,5.60802943521271,18.9788408924575,8.56215739831788e-05,0.00064920461456377,UBE2V2,4.06741679278382
0.388842590007953,3.65364904103432,19.0171336525166,8.63650781558374e-05,0.000654237397221136,RABEPK,4.06366182962846
0.623619965535121,4.19946340775821,18.9720709605084,8.65654456997956e-05,0.000655452622539107,NCAPG2,4.06265543057647
0.63284858156632,3.51064627949081,19.0254021771276,8.67040681751077e-05,0.000656199423716406,TTK,4.06196052484731
1.84757463359302,3.26426390284653,18.8870563223415,8.68117413952889e-05,0.000656711412085708,CEMIP,4.0614215319856
0.49505487902363,3.9682041130299,18.9702271506048,8.69866346818326e-05,0.000657428236692542,HSPBP1,4.06054747071276
0.811320775710822,3.63781978328148,18.996320998167,8.72753163029633e-05,0.000659306348940618,CDH13,4.05910856854205
0.377797592406984,5.18166749499675,18.9166238734894,8.76233874912294e-05,0.00066151148434694,FUT4,4.05737996115202
1.20726583626942,1.47657499215326,16.9411143733682,8.78580758794623e-05,0.000662614115472885,LINC00839,4.05621831215745
0.328236098244431,5.40471277582032,18.9072898916223,8.78747144849462e-05,0.000662614115472885,COA3,4.05613607304255
0.380789020330386,4.7776614568277,18.9104291938109,8.79457416918581e-05,0.000662845075645387,LSM5,4.05578518411443
3.55848232841381,1.93220682723696,19.2787191386903,8.80288819281683e-05,0.000663167077445999,KRT17,4.05537481416679
0.550109871002076,3.31130072018629,18.9869958712442,8.8565671567529e-05,0.000666904790766414,HMGN3-AS1,4.05273457989342
2.42763272887201,1.40043168100499,17.9729993524915,8.89270809752344e-05,0.000669319057175067,WNT2,4.05096596313418
0.238470838619444,6.62419615466494,18.8592978262529,8.93135138523193e-05,0.000671814036596744,CHRNB2,4.0490828238947
0.403747830346812,2.85833517638215,18.960986627988,8.93404575727752e-05,0.000671814036596744,EXOSC4,4.04895182754336
0.380041901187158,5.11065840076336,18.859376397183,8.94584668454194e-05,0.000671862315384456,PLBD2,4.04837854911306
0.468094372813188,3.78350590287289,18.9055945833381,8.94831973146714e-05,0.000671862315384456,TIMM10,4.04825850656791
0.789278829999204,2.02228526900887,17.7104053144557,8.95106668351061e-05,0.000671862315384456,RPL39L,4.04812520745963
0.252978710960966,5.95276904676767,18.8397709548993,8.99710677224896e-05,0.000674392544171133,AKIRIN1,4.04589712554466
1.1066066257337,2.55383304381053,18.5380880422675,9.07919355574651e-05,0.000680146634218367,PHLDA2,4.0419527252502
1.04330576628599,2.76445389408956,18.7296949410737,9.16956867966602e-05,0.000685349215433575,ADAM12,4.03765109229579
0.641497956714315,2.5649729642508,18.6845571343049,9.17251875360879e-05,0.000685349215433575,RPGRIP1L,4.03751139163737
0.410345403420739,5.11918622341699,18.7847980683399,9.18869951472065e-05,0.000686245706133529,GMPPB,4.03674595037087
0.25901342005549,4.73584092888153,18.7834763472248,9.20590170603072e-05,0.000687217630539363,NIP7,4.03593366650009
0.494261970313006,3.11517794812622,18.8882434787887,9.22132962244688e-05,0.000688056282151471,DNAJB5,4.0352064535604
0.334045762975948,5.00871122796245,18.7732025723533,9.22984903738978e-05,0.000688378922752234,RP2,4.03480540219887
0.408461386882387,5.48871003906902,18.762058274876,9.25698592869558e-05,0.000690089164552645,APOBR,4.03353039643
0.580363218808794,2.23704812229791,18.1791786536455,9.30172851785065e-05,0.000692795104497927,PDCD2L,4.03143634004703
0.403736588972647,3.8553507489519,18.7863485235302,9.31487341976983e-05,0.000693459360578872,BPGM,4.03082304237472
0.27235129076964,5.41952448176486,18.737018961854,9.34152218040271e-05,0.000694497942619156,PSMD12,4.02958235067717
0.410603392991321,7.06746775908502,18.7285449665852,9.36039232372812e-05,0.000695585675940811,HMGA1,4.02870594822135
0.342771059715398,4.61495508612615,18.7378392119178,9.36540269801279e-05,0.000695642949157962,SMIM30,4.02847354388781
1.2301026104844,4.36143550702446,18.7362280945296,9.43301161692458e-05,0.000700031002308903,LILRB4,4.02534963071943
0.304503467233525,5.08871953497455,18.6942267087741,9.49349214785348e-05,0.000703882599014821,PCTP,4.02257400447821
0.496062518589212,2.77457862971673,18.7349924909129,9.56326942971791e-05,0.000708735884384876,NR4A2,4.01939360850367
0.711904092098767,3.79335949426203,18.7212450854771,9.57058434971097e-05,0.000708957778826445,CCNB2,4.01906154476158
0.680561672636895,1.87996367310922,17.2049005783034,9.60570731179971e-05,0.000711238472797878,ASB9,4.01747065055224
0.552544283114653,3.51153878569651,18.7214877451566,9.6599074298508e-05,0.000714606677678052,KNSTRN,4.01502703537515
1.77736604502047,2.80259490745641,18.279599164946,9.67643633037825e-05,0.000715379451425519,S100P,4.0142845566389
0.328694901303995,5.74470183451323,18.634875934066,9.6875778834526e-05,0.00071568562769784,RHOG,4.01378479295348
0.435331387831732,3.78024065228447,18.6803096472377,9.69982793598259e-05,0.00071626812229344,LRP3,4.01323596956015
0.413314623132598,5.58516813521957,18.616159846323,9.75516382464302e-05,0.000719706510947584,RANBP1,4.01076543282599
2.39686179936063,1.60165431290795,17.7463032486196,9.81297093858017e-05,0.000723320876730564,CLEC6A,4.00819948733012
0.77471348017835,3.2031184379241,18.6882948500979,9.85469406053621e-05,0.000725418663729377,MRGPRF,4.0063568538689
0.685234951079034,2.06431476070601,17.6080213568593,9.87243603266214e-05,0.000726398791138656,UBTD1,4.00557567154451
1.71811863904928,3.43238067829479,18.6081366791295,9.89659605230234e-05,0.000727629952000935,ALDH1L1,4.00451415589811
0.623319577465612,2.94386380429081,18.6709957559541,9.89803786485913e-05,0.000727629952000935,CENPI,4.00445088913186
0.682770658634403,3.7958620627807,18.6235843930337,9.90903039115263e-05,0.000728111825606952,CERCAM,4.00396883959885
0.601495745379728,4.60525910207163,18.5785341095713,9.92301871712171e-05,0.000728813299509996,VWA1,4.00335618946333
0.242054074911979,4.93675044082296,18.5640192683344,9.95438062625806e-05,0.000730462778692497,BCKDK,4.00198575712996
0.284723258510559,6.076815472625,18.5406970399278,0.000100198533714309,0.000734610161387122,GTF2A1,3.99913863380254
0.288058749016192,5.0812978326366,18.530440818727,0.000100713476539702,0.000737442294863571,MRPL19,3.99691241231403
0.412642849485705,6.16616536823586,18.5234639247016,0.00010082106682238,0.000737792434106927,DNAJB11,3.99644871145429
0.470443071436767,2.41734144535077,18.2930269043713,0.000100860736025003,0.000737792434106927,HOXA1,3.99627786692812
0.388498349419184,4.73202027807313,18.5291839556266,0.000100902378238417,0.000737792434106927,EXTL3,3.99609859745339
0.245194282364889,3.16202143891667,18.6346391967304,0.000101028655371531,0.000738386715962618,FAM227B,3.99555542716133
0.408828083175741,2.64114268563609,18.5161798655807,0.000101243469327569,0.000739453020730744,SLC35E4,3.99463298121426
0.787865136068146,3.84875363744344,18.5609539657048,0.000101264684152973,0.000739453020730744,PGM2L1,3.9945419875285
0.428729446460032,3.34308165644223,18.6035458200388,0.000101445180624127,0.00073985765282881,MIR611,3.99376858025276
0.778946856106993,3.48880265725148,18.5888413777591,0.000101455370481766,0.00073985765282881,UBE2E2,3.99372495889319
0.547514671001669,2.88151466843029,18.5862756394415,0.00010186118706667,0.000742157352304583,ARHGAP20,3.9919912669631
0.378792468752706,7.13857608506094,18.4807115191419,0.000102359665578432,0.000745127503465357,SLC39A7,3.98987114167581
0.735849594477816,5.95500081881848,18.4801118725904,0.00010243421205278,0.000745339490626173,THBS1,3.98955496890484
0.780898853876808,3.22971595062827,18.5771532120151,0.000102516269591288,0.00074560591819763,DUSP10,3.98920720550569
0.373404212461498,8.27595688365519,18.4502352252591,0.000103482580330769,0.000751967306495688,ACTR3,3.98513275071851
0.261154579737285,6.49460793890786,18.4142994180694,0.00010486754103143,0.000761020173924678,PSMA7,3.97935891535602
0.420357735954143,3.95108277314457,18.4255696962896,0.000105792321084496,0.000767391867530685,CREM,3.9755458543392
0.55155177746122,5.31926028025553,18.3894048086872,0.000105936250696693,0.000767806434468373,MTHFD1,3.97495540170957
1.40158018402275,1.63299959493677,16.5162627195162,0.000105989857025284,0.000767806434468373,ART3,3.9747356936854
0.634944675918933,3.46493415821251,18.4625027756337,0.000106219258876378,0.000769110903205142,AURKB,3.97379673310914
0.585947235018881,4.32648192547225,18.3964331729433,0.000106263677326064,0.000769110903205142,FOXM1,3.97361515911343
0.321744243029507,8.47641178814453,18.3732001494667,0.000106408327866672,0.000769818273208266,HDLBP,3.97302438139239
0.22219231699399,6.45601744601464,18.36333466539,0.000106823880841826,0.00077248401800471,PSMB1,3.97133164844538
0.553214187656649,4.0159621799354,18.3898328736311,0.000107068016483912,0.000773908376417631,DCPS,3.97034024288432
2.39544270658721,1.58576873688016,17.5510943589267,0.000107270978321484,0.000775033999250952,SAA2-SAA4,3.96951775855271
0.288207624367268,5.31466418724199,18.3419891889244,0.0001077637770978,0.000777420930953892,SPTY2D1,3.96752719508774
0.586667347402939,1.84932883190443,16.8729105629145,0.000107800048942149,0.000777420930953892,CNTNAP3,3.96738104197581
0.586667347402939,1.84932883190443,16.8729105629145,0.000107800048942149,0.000777420930953892,CNTNAP3C,3.96738104197581
0.434310558546917,2.38813365506748,18.0691564012848,0.00010825505637771,0.000779330046468108,LMO7-AS1,3.96555180947203
0.836167923363314,6.4653928546147,18.3248570886427,0.000108327920399501,0.000779330046468108,PARM1,3.96525959404257
0.716776826499786,3.43125459171748,18.4097171838575,0.000108402498279353,0.000779330046468108,MRAP2,3.96496070878993
0.288432592394441,6.06179284932395,18.3230735112203,0.000108413195962157,0.000779330046468108,LEPROTL1,3.96491785262465
0.617580916394562,2.12833123105397,17.541065197035,0.000108433468090835,0.000779330046468108,PMCH,3.96483665171076
0.5059332013841,3.84583596244579,18.3661626212028,0.000108435549493338,0.000779330046468108,SEZ6L2,3.96482831541974
0.556803806529186,4.13464069956709,18.3363716643045,0.000108903520240671,0.000782350683059949,COPG2,3.96295808170989
0.38240150246737,4.38181879127974,18.3153781928459,0.00010930282436591,0.000784532258178412,REXO2,3.96136861581167
0.470665824727806,5.25235710491117,18.2875496831562,0.000109933549379054,0.00078816139152546,IFI35,3.95886974991778
0.86367697381054,4.06815303022325,18.3186405056602,0.000109952549073731,0.00078816139152546,MMP25,3.95879469776456
0.309688695878175,7.71998812901871,18.2797810746422,0.000110086309316702,0.000788775617147791,KIF5B,3.95826668791211
0.293737793070609,5.33053644784403,18.2764991757849,0.000110351598814557,0.000790331310933767,PANK2,3.95722137023853
1.00571054493711,1.78196638033658,16.5662393778521,0.000110426643488818,0.000790523720054328,CACNA1E,3.95692612838098
0.226464412023791,4.76284791473631,18.2731177408806,0.000110675839716218,0.000791723968879782,FADD,3.95594717427131
0.598984429934115,4.12623694113473,18.2885463944799,0.00011084182172088,0.000792458653941696,PLK1,3.95529634506209
0.458625018545869,6.31571419265424,18.2525060846373,0.000111214424294848,0.000794459950269673,CYRIB,3.95383888195
0.196641116493186,4.96266381235348,18.2574125411202,0.000111218582750453,0.000794459950269673,ADNP2,3.95382264340387
0.354091035841042,8.38335802251746,18.2443517029678,0.000111503112141403,0.000795799505879135,ITGB1,3.95271301093891
0.700775328054634,1.63724070998483,16.2941551787704,0.000111789270959276,0.000797142372649854,RIBC2,3.95159987611666
0.220409223205156,6.05911423916178,18.235756729121,0.000111904886354764,0.000797142372649854,TSN,3.95115094948078
0.696691179125694,5.53924789244887,18.23701142124,0.000111922389570503,0.000797142372649854,PXDN,3.9510830261234
1.61117825210659,3.37009361174268,18.2690504349651,0.000112041343424758,0.000797473735586376,SERPINA3,3.95062169243628
1.32776977416747,1.45425683219784,16.5031537733401,0.000112077915301206,0.000797473735586376,WDR64,3.9504799557166
0.525484715458686,4.07001288273474,18.2526448924551,0.000112375912813019,0.000799247497804947,PARP11,3.94932676753416
0.462587899409863,3.63976739184466,18.2824739623248,0.000112504382159489,0.000799814515802814,RRP12,3.94883056101378
2.85819840702698,1.62596706775245,18.109915700514,0.000113195632897363,0.000804032010640661,IL11,3.94617032796367
0.227557805273267,4.85774638428212,18.1957863740046,0.000113781375237475,0.000807842840716785,NRBF2,3.94392882136419
0.544781979755131,3.97233252934825,18.2202605325863,0.000113955839570608,0.000808445478796334,STIL,3.94326341485999
0.325828606605949,5.24530853631503,18.1669574254755,0.000114853324485452,0.000814044642832525,NUTF2,3.93985642942158
0.318573273545857,7.64198717150297,18.1382875252424,0.000115898466947415,0.000821097601758717,EIF4G1,3.9359223086497
1.20837511763382,3.25619957373116,18.1940685907972,0.000116514337686282,0.000825104554491375,BCAT1,3.93362062918817
0.577183510091568,2.74038462372835,18.1602164149715,0.000116566220302584,0.000825115851046074,PYCR3,3.93342728544012
0.681734217618076,7.26826649069118,18.1100401865644,0.000117102238576672,0.000828195487312947,COTL1,3.9314348026885
0.288859627794027,5.2967506339851,18.106951819519,0.000117376523499303,0.000829777680989474,VPS35L,3.93041875772437
0.304366179920663,4.17206082761775,18.1186534891248,0.00011768893851759,0.000830852796580199,DNTTIP1,3.92926435420435
1.33598239110393,2.2254227691486,17.2057863136068,0.000117731152611468,0.000830852796580199,IL1R2,3.92910860413104
0.559244303938655,5.23524644187613,18.0836519023766,0.000118404119263129,0.000834883880047026,CCDC71L,3.92663318830459
0.29812188419414,4.20378351154436,18.092979237644,0.000118735958126878,0.000836145751478891,RSRC1,3.92541773891232
0.32821985575891,4.88301462784681,18.0638480345567,0.000119371766643632,0.000840262525563585,RAB20,3.92309837874094
0.332870153965995,5.86958503187851,18.0471513251269,0.000119875299871025,0.000842722330884224,PSMA3,3.92127029342154
0.560887735620376,2.14781450520277,17.3326005029526,0.00012045155887715,0.000845324712598923,TCEAL7,3.91918757501505
0.623697490594867,3.09294323956673,18.1323599011262,0.000120655359988883,0.000846280073558132,SLCO4A1,3.91845338024596
0.699909274255216,8.69978125450105,18.0224016198688,0.00012088822347931,0.000847301995236448,BIRC3,3.91761600457398
0.589251290056744,1.72531099581723,16.279608912587,0.000122068405268119,0.000854843531216089,LOXL2-AS1,3.91339672912067
0.706271935912097,2.56203590217694,17.8643411530571,0.000123019210055087,0.000860911006664533,E2F7,3.91002706604433
0.396579646401171,5.96403655474414,17.960797043411,0.00012370594410821,0.000864834738358545,XPOT,3.90760943188767
0.924321632252565,4.86478564732337,17.9636131646512,0.000123919894282944,0.000865961509963606,PHLDA1,3.9068589657488
0.323690945019416,5.3724858760613,17.9186186607525,0.000125710012000261,0.00087772335187246,EIF4A3,3.90063013215247
2.39813060972856,1.39601153072481,17.0679067768084,0.000125792458366169,0.000877925417640199,MLN,3.90034539536243
0.712807952324967,6.41252504639624,17.8978779304507,0.000126557751698088,0.000882531265091416,GM2A,3.89771124903119
0.695872234585296,3.0276961402189,17.9920837284313,0.000126559974814731,0.000882531265091416,CHST3,3.89770362027042
0.286694290551094,6.19972277117409,17.8940474038395,0.000126743631192875,0.000883436491339289,ANXA7,3.89707385453729
0.453599279516412,5.97690272687556,17.8740932294852,0.000127690283990169,0.000889279363204878,NOLC1,3.89384214713743
0.510778421804293,8.42380612191305,17.8624660326925,0.000128166404480367,0.0008918381529745,ITM2C,3.89222579900494
0.592748067245873,3.4650457677867,17.9336092209818,0.000128571308362102,0.000893897469324308,IL1RAP,3.89085593662371
0.69698654584262,1.9329437606881,16.6342481038429,0.000128691674652356,0.000894355356923279,FAM124A,3.89044954765266
1.09620899479237,1.4416106573429,16.0618636294173,0.000128790376292036,0.000894662359949079,FFAR3,3.89011658790334
0.250218555552448,4.58184487207178,17.8551751047865,0.00012900983910896,0.00089580763440534,PDCL,3.88937716638464
0.503978999227586,3.86385787838442,17.8773619778817,0.000129417583065252,0.000898258757586574,TLCD3A,3.88800671509352
0.286229709055891,6.13272175069744,17.8343292499136,0.000129548614743992,0.000898788021445844,PPM1G,3.88756722653965
0.290083365985494,4.70647047787983,17.8364275010538,0.000129807689483954,0.000899188923930225,ATP7A,3.88669958025109
0.275992033497169,6.60796087360917,17.8261900359156,0.000129911209994407,0.000899188923930225,NUP50,3.88635337218595
0.326356027620719,10.4058814376203,17.8254692462119,0.000129912583441307,0.000899188923930225,ACTG1,3.88634878076342
0.457910917051178,3.7399655653611,17.8672804589476,0.000130339962220907,0.000900647420697013,PPCDC,3.88492240922084
0.250674464953399,4.93094513167155,17.8186439403086,0.000130530724658912,0.000901242302713939,ORMDL2,3.88428725093657
0.786624352869867,4.31807042797979,17.8300555587933,0.000130690563086447,0.000901242302713939,LST1,3.8837557708544
0.204896296205889,5.70960314879664,17.8108252105787,0.000130708247909261,0.000901242302713939,SPATA21,3.88369700684592
0.561704561765867,4.56599197338085,17.8157441928755,0.000130950108643467,0.000902406292575391,ZWINT,3.88289413692383
1.33796411960955,7.15070002893571,17.7790293156871,0.000132171013816615,0.000910055390139745,ITLN1,3.87886377873676
0.234598610126079,5.82095575373988,17.7614536114855,0.000133081566115253,0.000914406338701455,FAF2,3.87588209695853
0.507766013324238,3.57715836965188,17.819388666393,0.000133421042105336,0.000916355152308226,C17orf49,3.8747756715471
0.255425201976575,5.44725250974216,17.7522943576315,0.00013358619344117,0.000917105548946745,ETV3,3.87423842525989
0.281848395608855,4.98779352169578,17.7532539633003,0.000133672606218476,0.000917314982364181,MTF1,3.8739575844142
0.27263535562221,5.80225188116543,17.741048992454,0.000134083894080884,0.000919752731638437,PSMB3,3.87262338569708
0.306080287164725,4.94269317900676,17.7431613222072,0.000134188902904206,0.000920088390661182,HSD17B10,3.8722833977791
0.325747598583108,5.84452443562208,17.7251916761838,0.000134862229463486,0.000924318906030442,BANF1,3.87010966509771
0.547752771834023,5.79494950431484,17.7216147984301,0.000135050356244431,0.000925221814304225,FHL2,3.86950426586538
0.389719672246518,3.6174912174193,17.7790893049798,0.000135134059351763,0.000925408867213576,MAGOHB,3.86923517707493
